"Date","Price","Open","High","Low","Vol.","Change %"
"25/09/2008","341.79","320.54","349.41","312.92","68.38M","7.09%"
"24/09/2008","319.15","328.25","345.48","312.46","51.22M","-3.29%"
"23/09/2008","330.01","330.47","342.71","305.99","70.26M","-4.22%"
"22/09/2008","344.56","364.88","374.35","343.17","74.06M","-4.11%"
"19/09/2008","359.34","438.78","438.78","328.85","304.07M","29.24%"
"18/09/2008","278.05","313.84","318.69","263.73","218.50M","-5.27%"
"17/09/2008","293.52","312.23","327.70","261.42","270.77M","3.17%"
"16/09/2008","284.51","289.98","296.75","256.57","222.49M","-2.53%"
"15/09/2008","291.90","304.84","306.22","259.11","214.61M","-9.84%"
"12/09/2008","323.77","317.31","326.31","314.30","78.47M","3.54%"
"11/09/2008","312.69","317.77","318.23","300.45","85.89M","-2.31%"
"10/09/2008","320.08","333.47","339.94","315.00","138.15M","-5.26%"
"09/09/2008","337.86","330.24","351.95","314.37","210.23M","3.03%"
"08/09/2008","327.93","331.62","337.40","322.62","70.57M","11.90%"
"05/09/2008","293.06","298.14","299.52","288.21","96.31M","-3.64%"
"04/09/2008","304.14","323.31","326.31","300.68","71.91M","-6.00%"
"03/09/2008","323.54","327.93","332.09","319.85","68.64M","-3.71%"
"02/09/2008","336.01","329.08","342.48","326.28","59.44M","2.82%"
"01/09/2008","326.78","323.31","330.47","317.08","42.69M","0.21%"
"29/08/2008","326.08","324.93","330.24","319.39","80.18M","1.00%"
"28/08/2008","322.85","307.15","325.39","301.83","59.42M","5.83%"
"27/08/2008","305.07","297.45","308.30","297.22","30.69M","1.38%"
"26/08/2008","300.91","295.83","303.22","291.44","38.51M","-0.30%"
"22/08/2008","301.83","286.82","306.22","285.44","51.57M","5.06%"
"21/08/2008","287.29","288.67","297.68","281.28","50.23M","-1.27%"
"20/08/2008","290.98","289.13","303.91","282.20","59.28M","-2.85%"
"19/08/2008","299.52","309.45","312.92","295.83","70.79M","-5.40%"
"18/08/2008","316.61","320.54","323.77","311.76","34.64M","-2.00%"
"15/08/2008","323.08","322.85","325.62","316.61","34.85M","0.94%"
"14/08/2008","320.08","322.39","327.47","311.76","74.58M","-1.42%"
"13/08/2008","324.70","342.48","344.33","322.85","100.06M","-7.13%"
"12/08/2008","349.64","348.25","359.80","343.17","54.64M","-0.26%"
"11/08/2008","350.56","337.17","350.66","334.86","107.68M","3.55%"
"08/08/2008","338.55","337.17","348.25","331.62","102.04M","-2.27%"
"07/08/2008","346.40","352.18","365.62","332.09","169.66M","1.63%"
"06/08/2008","340.86","345.48","354.72","334.63","98.19M","-0.07%"
"05/08/2008","341.09","318.46","344.79","315.92","123.75M","8.84%"
"04/08/2008","313.38","313.24","320.54","309.22","40.56M","-0.66%"
"01/08/2008","315.46","312.46","325.85","302.06","72.70M","1.03%"
"31/07/2008","312.23","309.45","319.39","305.30","77.79M","0.90%"
"30/07/2008","309.45","309.45","318.23","298.83","98.79M","3.15%"
"29/07/2008","299.99","290.98","303.45","283.13","165.34M","-4.13%"
"28/07/2008","312.92","328.35","328.85","311.07","108.01M","-4.98%"
"25/07/2008","329.32","326.19","333.01","302.30","277.40M","2.45%"
"24/07/2008","321.46","313.83","333.24","302.59","129.67M","-1.14%"
"23/07/2008","325.16","300.22","325.85","299.29","245.06M","11.83%"
"22/07/2008","290.75","290.52","293.75","279.90","97.54M","-2.85%"
"21/07/2008","299.29","295.60","309.22","286.36","124.79M","1.17%"
"18/07/2008","295.83","258.65","295.91","257.03","180.54M","10.24%"
"17/07/2008","268.35","266.04","278.05","258.65","208.80M","8.90%"
"16/07/2008","246.41","243.87","251.26","220.54","187.09M","2.40%"
"15/07/2008","240.64","242.02","246.18","232.78","140.40M","-3.43%"
"14/07/2008","249.18","252.18","266.27","248.72","110.76M","0.75%"
"11/07/2008","247.33","263.57","266.73","247.33","121.51M","-5.89%"
"10/07/2008","262.81","261.65","266.96","259.11","84.82M","-2.98%"
"09/07/2008","270.89","266.04","276.66","263.27","104.55M","5.11%"
"08/07/2008","257.73","255.42","259.80","247.79","79.12M","-1.06%"
"07/07/2008","260.50","260.50","264.65","252.41","69.58M","1.07%"
"04/07/2008","257.73","266.43","273.43","256.34","49.69M","-4.45%"
"03/07/2008","269.73","259.11","271.35","258.19","71.49M","2.36%"
"02/07/2008","263.50","258.72","271.81","255.88","80.14M","1.33%"
"01/07/2008","260.03","268.52","269.73","251.95","110.28M","-3.43%"
"30/06/2008","269.27","275.97","278.51","264.65","75.01M","-2.18%"
"27/06/2008","275.28","278.28","281.51","267.42","108.98M","-1.89%"
"26/06/2008","280.59","295.60","297.45","276.43","125.08M","-5.77%"
"25/06/2008","297.77","295.07","304.07","286.75","248.02M","6.51%"
"24/06/2008","279.56","274.38","283.15","268.98","89.49M","3.67%"
"23/06/2008","269.66","278.93","280.90","266.96","67.98M","-2.76%"
"20/06/2008","277.31","286.75","291.47","271.68","83.70M","-2.37%"
"19/06/2008","284.05","289.23","291.25","282.03","91.91M","-3.22%"
"18/06/2008","293.50","303.17","306.62","292.60","82.20M","-4.19%"
"17/06/2008","306.32","298.00","320.26","296.87","139.01M","3.50%"
"16/06/2008","295.97","304.52","322.06","294.62","165.27M","3.46%"
"13/06/2008","286.08","292.37","293.27","277.08","103.84M","1.03%"
"12/06/2008","283.15","273.71","284.95","263.59","142.11M","2.69%"
"11/06/2008","275.73","295.07","298.67","273.03","114.21M","-4.67%"
"10/06/2008","289.23","280.23","294.85","274.38","105.47M","0.94%"
"09/06/2008","286.53","305.19","305.42","282.93","88.67M","-5.70%"
"06/06/2008","303.84","329.71","330.61","302.95","85.55M","-6.96%"
"05/06/2008","326.56","318.46","329.93","317.56","66.03M","3.13%"
"04/06/2008","316.66","321.16","324.31","308.57","100.63M","-2.29%"
"03/06/2008","324.09","322.45","331.96","319.36","81.93M","-1.44%"
"02/06/2008","328.81","333.08","333.31","320.71","60.53M","-2.53%"
"30/05/2008","337.36","337.34","350.85","335.33","49.74M","-0.66%"
"29/05/2008","339.60","342.30","347.03","334.88","68.16M","-2.52%"
"28/05/2008","348.38","347.16","357.15","343.88","68.51M","-0.89%"
"27/05/2008","351.52","350.85","357.15","342.31","55.16M","1.23%"
"23/05/2008","347.25","352.65","360.75","347.25","76.26M","-1.53%"
"22/05/2008","352.65","350.85","357.60","345.90","69.60M","-1.51%"
"21/05/2008","358.05","367.48","371.99","352.87","57.50M","-1.85%"
"20/05/2008","364.79","368.39","375.59","363.39","52.41M","-1.82%"
"19/05/2008","371.54","372.89","373.56","364.79","47.80M","0.67%"
"16/05/2008","369.07","370.75","383.69","368.84","79.00M","-2.03%"
"15/05/2008","376.71","387.78","394.93","367.72","89.83M","-1.99%"
"14/05/2008","384.36","391.45","392.23","381.66","79.47M","-2.40%"
"13/05/2008","393.81","400.40","404.83","384.81","62.79M","-1.57%"
"12/05/2008","400.10","406.47","407.53","394.68","35.37M","-1.50%"
"09/05/2008","406.18","411.35","414.95","400.78","49.93M","-2.48%"
"08/05/2008","416.52","421.02","421.02","411.35","48.45M","-2.53%"
"07/05/2008","427.32","431.36","431.36","421.92","28.80M","0.27%"
"06/05/2008","426.19","426.30","429.79","418.32","31.63M","-0.47%"
"02/05/2008","428.22","423.49","432.94","421.24","59.89M","2.37%"
"01/05/2008","418.32","410.75","420.12","405.73","25.58M","1.86%"
"30/04/2008","410.67","401.15","417.42","399.90","42.65M","-0.76%"
"29/04/2008","413.82","417.42","425.48","409.64","41.89M","-2.23%"
"28/04/2008","423.27","423.49","431.14","421.69","37.24M","0.70%"
"25/04/2008","420.34","416.07","423.27","413.60","57.71M","2.63%"
"24/04/2008","409.55","411.12","411.12","396.73","63.63M","-0.11%"
"23/04/2008","410.00","416.26","418.10","398.75","72.43M","-1.14%"
"22/04/2008","414.72","418.32","421.92","408.42","84.16M","-3.66%"
"21/04/2008","430.47","443.51","454.75","426.87","68.26M","-3.53%"
"18/04/2008","446.21","431.81","449.81","416.52","95.99M","3.60%"
"17/04/2008","430.69","424.45","453.86","417.42","96.53M","-0.05%"
"16/04/2008","430.92","409.77","430.92","405.50","60.63M","6.68%"
"15/04/2008","403.93","398.71","410.00","395.83","41.82M","1.18%"
"14/04/2008","399.20","404.78","409.32","395.83","37.53M","-2.04%"
"11/04/2008","407.53","413.54","422.82","399.65","42.56M","-2.21%"
"10/04/2008","416.75","422.83","425.07","403.70","57.55M","-1.54%"
