"Date","Price","Open","High","Low","Vol.","Change %"
"23/07/2014","1546","1548.9","1562.9","1532.9","4.76M","-0.21%"
"22/07/2014","1549.3","1506.3","1549.3","1505.3","7.14M","3.56%"
"21/07/2014","1496.1","1490.8","1506.7","1485.9","3.58M","0.55%"
"18/07/2014","1487.9","1483.5","1492.2","1472.4","4.33M","-0.13%"
"17/07/2014","1489.8","1501.4","1509.7","1477.2","4.55M","-1.60%"
"16/07/2014","1514","1471.4","1517.9","1462.2","8.05M","3.30%"
"15/07/2014","1465.6","1453.5","1479.2","1448.2","4.17M","0.83%"
"14/07/2014","1453.5","1442.9","1465.1","1434.6","3.76M","1.52%"
"11/07/2014","1431.7","1441.9","1443.8","1420.1","3.56M","-0.71%"
"10/07/2014","1441.9","1453.5","1461.2","1437","5.81M","-1.03%"
"09/07/2014","1456.9","1455.9","1470.4","1450.6","4.44M","0.30%"
"08/07/2014","1452.5","1467.1","1472.9","1451.6","4.72M","-0.63%"
"07/07/2014","1461.7","1469.5","1477.2","1455.4","5.29M","-0.73%"
"04/07/2014","1472.4","1476.3","1476.3","1461.7","2.97M","-0.26%"
"03/07/2014","1476.3","1435.1","1481.1","1430.3","6.86M","2.70%"
"02/07/2014","1437.5","1440","1452.1","1424","4.03M","-0.14%"
"01/07/2014","1439.5","1401.2","1445.3","1393","5.58M","3.99%"
"30/06/2014","1384.3","1392","1402.7","1379.5","2.73M","-0.07%"
"27/06/2014","1385.3","1380.9","1393","1374.2","2.09M","0.21%"
"26/06/2014","1382.4","1389.1","1398.3","1378","3.15M","0.04%"
"25/06/2014","1381.9","1397.8","1402.7","1372.2","3.10M","-2.02%"
"24/06/2014","1410.4","1427.4","1430.3","1406.1","2.58M","-0.92%"
"23/06/2014","1423.5","1418.2","1438.5","1415.3","3.93M","0.96%"
"20/06/2014","1409.9","1401.7","1426.4","1398.8","5.11M","0.34%"
"19/06/2014","1405.1","1412.4","1427.9","1405.1","3.30M","0.97%"
"18/06/2014","1391.6","1383.3","1394.3","1370.7","3.52M","1.10%"
"17/06/2014","1376.5","1382.8","1383.8","1352.3","5.91M","0.00%"
"16/06/2014","1376.5","1359.6","1390.6","1359.6","2.52M","0.85%"
"13/06/2014","1364.9","1370.3","1386.2","1349","4.68M","-0.57%"
"12/06/2014","1372.7","1385.7","1389.6","1359.1","7.23M","-3.17%"
"11/06/2014","1417.7","1404.6","1419.1","1402.2","4.68M","0.86%"
"10/06/2014","1405.6","1421.1","1421.1","1396.4","4.03M","-1.33%"
"09/06/2014","1424.5","1422.5","1439","1416.7","1.74M","0.44%"
"06/06/2014","1418.2","1412.4","1419.6","1404.1","2.73M","0.76%"
"05/06/2014","1407.5","1412.4","1425.9","1394.6","4.84M","-0.48%"
"04/06/2014","1414.3","1407.5","1432.2","1379.5","4.73M","0.21%"
"03/06/2014","1411.4","1438.5","1441.4","1408.5","3.57M","-2.24%"
"02/06/2014","1443.8","1424.5","1448.2","1423.5","3.65M","2.33%"
"30/05/2014","1410.9","1481.1","1481.1","1406.6","6.30M","-5.66%"
"29/05/2014","1495.6","1477.2","1497.6","1472.9","2.52M","1.14%"
"28/05/2014","1478.7","1507.7","1512.1","1470.9","3.68M","-1.89%"
"27/05/2014","1507.2","1537.7","1537.7","1504.8","3.58M","-1.05%"
"23/05/2014","1523.2","1493.2","1526.1","1478.2","3.38M","2.31%"
"22/05/2014","1488.8","1508.7","1520.4","1486.9","2.70M","-0.55%"
"21/05/2014","1497.1","1480.1","1498","1460.3","3.40M","0.88%"
"20/05/2014","1484","1517.9","1519.8","1480.1","9.20M","-2.08%"
"19/05/2014","1515.5","1510.1","1522.7","1494.6","4.79M","0.26%"
"16/05/2014","1511.6","1548.9","1551.3","1491.3","5.68M","-2.89%"
"15/05/2014","1556.6","1573.1","1592.4","1546.9","6.29M","-2.04%"
"14/05/2014","1589","1592.4","1596.3","1571.6","3.56M","0.24%"
"13/05/2014","1585.2","1598.2","1624.8","1575","4.93M","-0.24%"
"12/05/2014","1589","1575.5","1595.3","1567.7","6.64M","2.34%"
"09/05/2014","1552.7","1539.2","1561.5","1527.6","4.11M","0.94%"
"08/05/2014","1538.2","1525.6","1543.5","1523.7","3.75M","1.37%"
"07/05/2014","1517.4","1488.4","1517.5","1483","2.78M","1.62%"
"06/05/2014","1493.2","1514.5","1521.3","1480.1","3.76M","-1.44%"
"02/05/2014","1515","1512.1","1529.5","1500.9","3.27M","0.03%"
"01/05/2014","1514.5","1532.9","1538.7","1498.5","1.07M","-1.10%"
"30/04/2014","1531.4","1485.9","1531.9","1476.7","5.58M","2.56%"
"29/04/2014","1493.2","1468","1493.3","1457.4","5.50M","1.55%"
